,date,away,home,winner,home_runs,away_runs,total,home_wins,home_losses,home_win_perc,away_wins,away_losses,away_win_perc,home_cli,away_cli,game
3266,2016-06-05,WSH,CIN,WSH,9.0,10.0,19.0,21.0,35.0,0.375,33.0,23.0,0.5892857142857143,0.12,1.34,1
3267,2016-06-05,MIL,PHI,PHI,8.0,1.0,9.0,27.0,29.0,0.4821428571428572,26.0,30.0,0.4642857142857143,0.76,0.51,1
3268,2016-06-05,CHW,DET,DET,5.0,2.0,7.0,27.0,28.0,0.4909090909090909,29.0,27.0,0.5178571428571429,1.09,1.28,1
3269,2016-06-05,KC,CLE,CLE,7.0,0.0,7.0,30.0,24.0,0.5555555555555556,30.0,25.0,0.5454545454545454,1.64,1.66,1
3270,2016-06-05,ARI,CHC,ARI,2.0,3.0,5.0,39.0,15.0,0.7222222222222222,24.0,34.0,0.4137931034482759,0.66,0.33,1
3271,2016-06-05,NYY,BAL,BAL,3.0,1.0,4.0,31.0,23.0,0.5740740740740741,26.0,29.0,0.4727272727272727,1.44,0.9,1
3272,2016-06-05,TOR,BOS,TOR,4.0,5.0,9.0,33.0,23.0,0.5892857142857143,30.0,27.0,0.5263157894736842,1.64,1.37,1
3273,2016-06-05,LAA,PIT,LAA,4.0,5.0,9.0,30.0,25.0,0.5454545454545454,25.0,30.0,0.4545454545454545,0.97,0.55,1
3264,2016-06-05,SEA,TEX,TEX,3.0,2.0,5.0,33.0,22.0,0.6,31.0,24.0,0.5636363636363636,1.83,1.78,1
3274,2016-06-05,TB,MIN,TB,5.0,7.0,12.0,16.0,39.0,0.2909090909090909,24.0,30.0,0.4444444444444444,0.03,0.52,1
3276,2016-06-05,ATL,LAD,LAD,12.0,6.0,18.0,30.0,27.0,0.5263157894736842,16.0,39.0,0.2909090909090909,1.14,0.03,1
3277,2016-06-05,SF,STL,STL,6.0,3.0,9.0,29.0,27.0,0.5178571428571429,35.0,23.0,0.603448275862069,0.84,1.19,1
3275,2016-06-05,OAK,HOU,HOU,5.0,2.0,7.0,27.0,30.0,0.4736842105263158,25.0,31.0,0.44642857142857145,0.76,0.55,1
3263,2016-06-05,COL,SD,COL,3.0,10.0,13.0,23.0,34.0,0.4035087719298245,24.0,31.0,0.4363636363636363,0.3,0.53,1
3278,2016-06-06,TOR,DET,DET,11.0,0.0,11.0,28.0,28.0,0.5,31.0,27.0,0.5344827586206896,1.05,1.21,1
3279,2016-06-06,LAA,NYY,NYY,5.0,2.0,7.0,26.0,30.0,0.4642857142857143,26.0,30.0,0.4642857142857143,0.64,0.68,1
3280,2016-06-06,ATL,SD,SD,7.0,2.0,9.0,23.0,35.0,0.3965517241379311,16.0,40.0,0.2857142857142857,0.24,0.02,1
3281,2016-06-06,TB,ARI,TB,4.0,6.0,10.0,25.0,34.0,0.42372881355932196,25.0,30.0,0.4545454545454545,0.36,0.54,1
3282,2016-06-06,HOU,TEX,TEX,6.0,5.0,11.0,34.0,22.0,0.6071428571428571,28.0,30.0,0.4827586206896552,1.53,0.95,1
3283,2016-06-06,COL,LAD,COL,1.0,6.0,7.0,31.0,27.0,0.5344827586206896,25.0,31.0,0.44642857142857145,1.32,0.7,1
3284,2016-06-06,CLE,SEA,CLE,1.0,3.0,4.0,31.0,25.0,0.5535714285714286,31.0,24.0,0.5636363636363636,1.31,1.44,1
3285,2016-06-06,KC,BAL,BAL,4.0,1.0,5.0,32.0,23.0,0.5818181818181818,30.0,26.0,0.5357142857142857,1.38,1.31,1
3286,2016-06-06,CHC,PHI,CHC,4.0,6.0,10.0,28.0,29.0,0.4912280701754386,39.0,16.0,0.7090909090909091,0.81,0.75,1
3290,2016-06-07,NYM,PIT,PIT,3.0,1.0,4.0,31.0,26.0,0.543859649122807,31.0,25.0,0.5535714285714286,1.05,1.35,2
3291,2016-06-07,TOR,DET,DET,3.0,2.0,5.0,29.0,28.0,0.5087719298245614,31.0,28.0,0.5254237288135594,1.06,1.13,1
3287,2016-06-07,OAK,MIL,MIL,5.0,4.0,9.0,26.0,31.0,0.456140350877193,25.0,32.0,0.43859649122807015,0.43,0.42,1
3292,2016-06-07,WSH,CHW,WSH,5.0,10.0,15.0,29.0,28.0,0.5087719298245614,34.0,23.0,0.5964912280701754,1.05,1.27,1
3288,2016-06-07,STL,CIN,CIN,7.0,6.0,13.0,21.0,36.0,0.3684210526315789,30.0,27.0,0.5263157894736842,0.1,0.89,1
3293,2016-06-07,CHC,PHI,PHI,3.0,2.0,5.0,28.0,30.0,0.4827586206896552,40.0,16.0,0.7142857142857143,0.7,0.65,1
3294,2016-06-07,LAA,NYY,NYY,6.0,3.0,9.0,27.0,30.0,0.4736842105263158,26.0,31.0,0.456140350877193,0.67,0.57,1
3295,2016-06-07,COL,LAD,LAD,4.0,3.0,7.0,31.0,28.0,0.5254237288135594,26.0,31.0,0.456140350877193,1.3,0.8,1
3296,2016-06-07,KC,BAL,BAL,9.0,1.0,10.0,33.0,23.0,0.5892857142857143,30.0,27.0,0.5263157894736842,1.38,1.27,1
3297,2016-06-07,ATL,SD,SD,4.0,3.0,7.0,24.0,35.0,0.4067796610169492,16.0,41.0,0.2807017543859649,0.29,0.01,1
3298,2016-06-07,TB,ARI,ARI,5.0,0.0,5.0,25.0,35.0,0.4166666666666667,26.0,30.0,0.4642857142857143,0.34,0.64,1
3299,2016-06-07,HOU,TEX,TEX,4.0,3.0,7.0,35.0,22.0,0.6140350877192983,28.0,31.0,0.4745762711864407,1.46,0.85,1
3300,2016-06-07,CLE,SEA,SEA,7.0,1.0,8.0,31.0,26.0,0.543859649122807,32.0,24.0,0.5714285714285714,1.28,1.41,1
3301,2016-06-07,BOS,SF,BOS,3.0,5.0,8.0,35.0,24.0,0.5932203389830508,33.0,24.0,0.5789473684210527,1.24,1.33,1
3302,2016-06-07,MIA,MIN,MIN,6.0,4.0,10.0,16.0,40.0,0.2857142857142857,30.0,27.0,0.5263157894736842,0.03,1.06,1
3290,2016-06-07,NYM,PIT,PIT,3.0,1.0,4.0,31.0,26.0,0.543859649122807,31.0,25.0,0.5535714285714286,1.05,1.35,1
3289,2016-06-07,NYM,PIT,PIT,3.0,1.0,4.0,30.0,26.0,0.5357142857142857,31.0,24.0,0.5636363636363636,1.0,1.36,1
3307,2016-06-08,NYM,PIT,NYM,5.0,6.0,11.0,32.0,26.0,0.5517241379310345,31.0,26.0,0.543859649122807,1.1,1.28,1
3304,2016-06-08,ATL,SD,ATL,2.0,4.0,6.0,25.0,35.0,0.4166666666666667,16.0,42.0,0.27586206896551724,0.32,0.01,1
3303,2016-06-08,WSH,CHW,WSH,4.0,11.0,15.0,29.0,29.0,0.5,35.0,23.0,0.603448275862069,0.97,1.31,1
3308,2016-06-08,CLE,SEA,SEA,5.0,0.0,5.0,32.0,26.0,0.5517241379310345,32.0,25.0,0.5614035087719298,1.3,1.39,1
3309,2016-06-08,STL,CIN,STL,7.0,12.0,19.0,22.0,36.0,0.3793103448275862,30.0,28.0,0.5172413793103449,0.12,0.84,1
3310,2016-06-08,KC,BAL,BAL,4.0,0.0,4.0,34.0,23.0,0.5964912280701754,30.0,28.0,0.5172413793103449,1.35,1.23,1
3311,2016-06-08,MIA,MIN,MIN,7.0,5.0,12.0,17.0,40.0,0.2982456140350877,30.0,28.0,0.5172413793103449,0.03,1.02,1
3312,2016-06-08,HOU,TEX,HOU,1.0,3.0,4.0,36.0,22.0,0.6206896551724138,28.0,32.0,0.4666666666666667,1.41,0.8,1
3313,2016-06-08,CHC,PHI,CHC,1.0,8.0,9.0,29.0,30.0,0.4915254237288136,40.0,17.0,0.7017543859649122,0.81,0.74,1
3314,2016-06-08,COL,LAD,COL,0.0,1.0,1.0,32.0,28.0,0.5333333333333333,26.0,32.0,0.4482758620689655,1.4,0.77,1
3315,2016-06-08,LAA,NYY,NYY,12.0,6.0,18.0,28.0,30.0,0.4827586206896552,26.0,32.0,0.4482758620689655,0.76,0.52,1
3316,2016-06-08,OAK,MIL,MIL,4.0,0.0,4.0,27.0,31.0,0.4655172413793103,25.0,33.0,0.4310344827586207,0.5,0.38,1
3317,2016-06-08,TOR,DET,TOR,2.0,7.0,9.0,30.0,28.0,0.5172413793103449,31.0,29.0,0.5166666666666667,1.16,1.09,1
3306,2016-06-08,BOS,SF,SF,2.0,1.0,3.0,35.0,25.0,0.5833333333333334,34.0,24.0,0.5862068965517241,1.31,1.32,1
3305,2016-06-08,TB,ARI,TB,3.0,6.0,9.0,26.0,35.0,0.4262295081967213,26.0,31.0,0.456140350877193,0.4,0.54,1
3324,2016-06-09,LAA,NYY,NYY,6.0,3.0,9.0,29.0,30.0,0.4915254237288136,26.0,33.0,0.4406779661016949,0.83,0.46,1
3326,2016-06-09,STL,CIN,STL,2.0,3.0,5.0,22.0,37.0,0.3728813559322034,31.0,28.0,0.5254237288135594,0.09,0.88,1
3318,2016-06-09,PIT,COL,COL,11.0,5.0,16.0,27.0,32.0,0.4576271186440678,32.0,27.0,0.5423728813559322,0.69,1.0,1
3319,2016-06-09,WSH,CHW,CHW,3.0,1.0,4.0,29.0,30.0,0.4915254237288136,36.0,23.0,0.6101694915254238,1.01,1.21,1
3320,2016-06-09,HOU,TEX,TEX,5.0,3.0,8.0,36.0,23.0,0.6101694915254238,29.0,32.0,0.4754098360655738,1.45,0.89,1
3321,2016-06-09,CLE,SEA,CLE,3.0,5.0,8.0,33.0,26.0,0.559322033898305,32.0,26.0,0.5517241379310345,1.34,1.41,1
3322,2016-06-09,MIA,MIN,MIA,3.0,10.0,13.0,18.0,40.0,0.3103448275862069,30.0,29.0,0.5084745762711864,0.04,0.91,1
3323,2016-06-09,NYM,MIL,NYM,2.0,5.0,7.0,28.0,31.0,0.4745762711864407,32.0,26.0,0.5517241379310345,0.56,1.29,1
3325,2016-06-09,BAL,TOR,BAL,5.0,6.0,11.0,32.0,29.0,0.5245901639344263,35.0,23.0,0.603448275862069,1.3,1.58,1
3333,2016-06-10,DET,NYY,NYY,4.0,0.0,4.0,30.0,30.0,0.5,30.0,29.0,0.5084745762711864,0.88,1.11,1
3332,2016-06-10,TEX,SEA,SEA,7.0,5.0,12.0,33.0,27.0,0.55,37.0,23.0,0.6166666666666667,1.74,1.73,1
3331,2016-06-10,CHC,ATL,ATL,5.0,1.0,6.0,17.0,42.0,0.288135593220339,41.0,17.0,0.7068965517241379,0.01,0.7,1
3330,2016-06-10,KC,CHW,CHW,7.0,5.0,12.0,30.0,30.0,0.5,30.0,29.0,0.5084745762711864,1.2,1.29,1
3336,2016-06-10,BAL,TOR,TOR,4.0,3.0,7.0,32.0,30.0,0.5161290322580645,36.0,23.0,0.6101694915254238,1.24,1.59,1
3328,2016-06-10,OAK,CIN,CIN,2.0,1.0,3.0,22.0,38.0,0.36666666666666653,25.0,34.0,0.42372881355932196,0.07,0.33,1
3327,2016-06-10,PHI,WSH,WSH,9.0,6.0,15.0,36.0,24.0,0.6,29.0,31.0,0.4833333333333333,1.43,0.87,1
3334,2016-06-10,SD,COL,SD,5.0,7.0,12.0,28.0,32.0,0.4666666666666667,25.0,36.0,0.4098360655737705,0.74,0.29,1
3329,2016-06-10,STL,PIT,STL,3.0,9.0,12.0,32.0,28.0,0.5333333333333333,32.0,28.0,0.5333333333333333,1.06,1.04,1
3335,2016-06-10,NYM,MIL,NYM,1.0,2.0,3.0,28.0,32.0,0.4666666666666667,33.0,26.0,0.559322033898305,0.5,1.32,1
3341,2016-06-10,BOS,MIN,BOS,1.0,8.0,9.0,18.0,41.0,0.3050847457627119,34.0,25.0,0.576271186440678,0.02,1.34,1
3337,2016-06-10,LAD,SF,LAD,2.0,3.0,5.0,36.0,25.0,0.5901639344262295,32.0,29.0,0.5245901639344263,1.73,1.64,1
3338,2016-06-10,CLE,LAA,CLE,2.0,6.0,8.0,26.0,34.0,0.43333333333333335,33.0,26.0,0.559322033898305,0.4,1.39,1
3339,2016-06-10,HOU,TB,TB,4.0,3.0,7.0,27.0,31.0,0.4655172413793103,29.0,33.0,0.4677419354838709,0.63,0.66,1
3340,2016-06-10,MIA,ARI,MIA,6.0,8.0,14.0,26.0,36.0,0.41935483870967744,31.0,29.0,0.5166666666666667,0.32,1.0,1
3355,2016-06-11,LAD,SF,SF,5.0,4.0,9.0,36.0,26.0,0.5806451612903226,33.0,29.0,0.532258064516129,1.86,1.78,1
3356,2016-06-11,BAL,TOR,TOR,11.0,6.0,17.0,33.0,30.0,0.5238095238095238,36.0,24.0,0.6,1.28,1.57,1
3352,2016-06-11,STL,PIT,STL,1.0,5.0,6.0,32.0,29.0,0.5245901639344263,33.0,28.0,0.5409836065573771,1.01,1.13,1
3351,2016-06-11,CHC,ATL,CHC,2.0,8.0,10.0,18.0,42.0,0.3,41.0,18.0,0.6949152542372882,0.01,0.72,1
3350,2016-06-11,DET,NYY,DET,1.0,6.0,7.0,31.0,30.0,0.5081967213114754,30.0,30.0,0.5,0.94,0.99,1
3349,2016-06-11,SD,COL,COL,5.0,3.0,8.0,28.0,33.0,0.459016393442623,26.0,36.0,0.41935483870967744,0.7,0.37,1
3347,2016-06-11,CLE,LAA,LAA,4.0,3.0,7.0,26.0,35.0,0.4262295081967213,34.0,26.0,0.5666666666666667,0.34,1.41,1
3353,2016-06-11,KC,CHW,KC,1.0,4.0,5.0,31.0,30.0,0.5081967213114754,30.0,30.0,0.5,1.26,1.21,1
3346,2016-06-11,MIA,ARI,ARI,5.0,3.0,8.0,26.0,37.0,0.4126984126984127,32.0,29.0,0.5245901639344263,0.31,1.05,1
3345,2016-06-11,OAK,CIN,CIN,2.0,1.0,3.0,23.0,38.0,0.3770491803278688,25.0,35.0,0.4166666666666667,0.09,0.26,1
3344,2016-06-11,PHI,WSH,WSH,8.0,0.0,8.0,37.0,24.0,0.6065573770491803,29.0,32.0,0.4754098360655738,1.43,0.76,1
3343,2016-06-11,NYM,MIL,MIL,7.0,4.0,11.0,28.0,33.0,0.459016393442623,34.0,26.0,0.5666666666666667,0.43,1.29,1
3342,2016-06-11,HOU,TB,HOU,3.0,4.0,7.0,28.0,31.0,0.4745762711864407,29.0,34.0,0.4603174603174603,0.69,0.57,1
3348,2016-06-11,TEX,SEA,TEX,1.0,2.0,3.0,34.0,27.0,0.5573770491803278,37.0,24.0,0.6065573770491803,1.87,1.82,1
3354,2016-06-11,BOS,MIN,BOS,4.0,15.0,19.0,18.0,42.0,0.3,35.0,25.0,0.5833333333333334,0.02,1.32,1
3368,2016-06-12,MIA,ARI,ARI,6.0,0.0,6.0,27.0,37.0,0.421875,32.0,30.0,0.5161290322580645,0.3,0.95,1
3367,2016-06-12,STL,PIT,STL,3.0,8.0,11.0,32.0,30.0,0.5161290322580645,34.0,28.0,0.5483870967741935,0.93,1.12,1
3358,2016-06-12,TEX,SEA,TEX,4.0,6.0,10.0,34.0,28.0,0.5483870967741935,38.0,24.0,0.6129032258064516,1.78,1.73,1
3359,2016-06-12,BAL,TOR,TOR,10.0,9.0,19.0,34.0,30.0,0.53125,36.0,25.0,0.5901639344262295,1.37,1.59,1
3360,2016-06-12,SD,COL,COL,2.0,1.0,3.0,29.0,33.0,0.4677419354838709,26.0,37.0,0.4126984126984127,0.75,0.3,1
3361,2016-06-12,PHI,WSH,WSH,5.0,4.0,9.0,38.0,24.0,0.6129032258064516,29.0,33.0,0.4677419354838709,1.34,0.68,1
3362,2016-06-12,NYM,MIL,MIL,5.0,3.0,8.0,29.0,33.0,0.4677419354838709,34.0,27.0,0.5573770491803278,0.48,1.29,1
3363,2016-06-12,CLE,LAA,CLE,3.0,8.0,11.0,27.0,35.0,0.4354838709677419,34.0,27.0,0.5573770491803278,0.41,1.41,1
3364,2016-06-12,BOS,MIN,MIN,7.0,4.0,11.0,18.0,43.0,0.29508196721311475,36.0,25.0,0.5901639344262295,0.02,1.34,1
3365,2016-06-12,DET,NYY,DET,1.0,4.0,5.0,31.0,31.0,0.5,31.0,30.0,0.5081967213114754,0.87,1.11,1
3366,2016-06-12,HOU,TB,TB,5.0,0.0,5.0,28.0,32.0,0.4666666666666667,30.0,34.0,0.46875,0.56,0.65,1
3370,2016-06-12,CHC,ATL,CHC,2.0,13.0,15.0,18.0,43.0,0.29508196721311475,42.0,18.0,0.7,0.01,0.63,1
3369,2016-06-12,OAK,CIN,OAK,1.0,6.0,7.0,24.0,38.0,0.3870967741935484,25.0,36.0,0.4098360655737705,0.09,0.24,1
3371,2016-06-12,KC,CHW,KC,1.0,3.0,4.0,31.0,31.0,0.5,31.0,30.0,0.5081967213114754,1.21,1.33,1
3357,2016-06-12,LAD,SF,SF,2.0,1.0,3.0,37.0,26.0,0.5873015873015873,33.0,30.0,0.5238095238095238,1.75,1.65,1
3372,2016-06-13,PHI,TOR,PHI,0.0,7.0,7.0,35.0,30.0,0.5384615384615384,29.0,34.0,0.4603174603174603,1.16,0.47,1
3374,2016-06-13,MIL,SF,SF,11.0,5.0,16.0,38.0,26.0,0.59375,30.0,33.0,0.4761904761904762,1.28,0.5,1
3373,2016-06-13,DET,CHW,CHW,10.0,9.0,19.0,31.0,32.0,0.492063492063492,32.0,30.0,0.5161290322580645,1.06,1.29,1
3376,2016-06-13,CLE,KC,KC,2.0,1.0,3.0,32.0,30.0,0.5161290322580645,35.0,27.0,0.5645161290322581,1.54,1.8,1
3377,2016-06-13,CHC,WSH,WSH,4.0,1.0,5.0,39.0,24.0,0.6190476190476191,43.0,18.0,0.7049180327868853,1.17,0.63,1
3378,2016-06-13,CIN,ATL,CIN,8.0,9.0,17.0,18.0,44.0,0.2903225806451613,24.0,39.0,0.3809523809523809,0.01,0.07,1
3380,2016-06-13,LAD,ARI,ARI,3.0,2.0,5.0,28.0,37.0,0.4307692307692308,33.0,31.0,0.515625,0.41,1.18,1
3381,2016-06-13,TEX,OAK,OAK,14.0,5.0,19.0,26.0,36.0,0.41935483870967744,39.0,24.0,0.6190476190476191,0.37,1.24,1
3375,2016-06-13,MIA,SD,MIA,4.0,13.0,17.0,26.0,38.0,0.40625,32.0,31.0,0.5079365079365079,0.23,0.94,1
3379,2016-06-13,MIN,LAA,MIN,4.0,9.0,13.0,27.0,36.0,0.42857142857142855,19.0,43.0,0.3064516129032258,0.33,0.02,1
3393,2016-06-14,TEX,OAK,TEX,6.0,10.0,16.0,27.0,36.0,0.42857142857142855,39.0,25.0,0.609375,0.43,1.26,1
3382,2016-06-14,CIN,ATL,CIN,1.0,3.0,4.0,18.0,45.0,0.2857142857142857,25.0,39.0,0.390625,0.01,0.09,1
3383,2016-06-14,PIT,NYM,PIT,0.0,4.0,4.0,34.0,28.0,0.5483870967741935,32.0,31.0,0.5079365079365079,1.31,0.83,1
3384,2016-06-14,LAD,ARI,LAD,4.0,7.0,11.0,29.0,37.0,0.4393939393939394,33.0,32.0,0.5076923076923077,0.42,1.05,1
3385,2016-06-14,MIA,SD,MIA,2.0,5.0,7.0,26.0,39.0,0.4,33.0,31.0,0.515625,0.19,0.97,1
3386,2016-06-14,HOU,STL,HOU,2.0,5.0,7.0,35.0,28.0,0.5555555555555556,30.0,35.0,0.4615384615384616,1.05,0.59,1
3387,2016-06-14,CHC,WSH,CHC,3.0,4.0,7.0,40.0,24.0,0.625,43.0,19.0,0.6935483870967742,1.23,0.71,1
3388,2016-06-14,MIL,SF,SF,3.0,2.0,5.0,39.0,26.0,0.6,30.0,34.0,0.46875,1.16,0.49,1
3389,2016-06-14,NYY,COL,COL,13.0,10.0,23.0,30.0,33.0,0.4761904761904762,31.0,32.0,0.492063492063492,0.75,0.81,1
3392,2016-06-14,MIN,LAA,LAA,5.0,4.0,9.0,27.0,37.0,0.421875,20.0,43.0,0.31746031746031744,0.31,0.03,1
3390,2016-06-14,PHI,TOR,TOR,11.0,3.0,14.0,35.0,31.0,0.5303030303030303,30.0,34.0,0.46875,1.15,0.54,1
3391,2016-06-14,BAL,BOS,BAL,2.0,3.0,5.0,36.0,26.0,0.5806451612903226,36.0,26.0,0.5806451612903226,1.79,1.76,1
3395,2016-06-14,CLE,KC,KC,3.0,2.0,5.0,33.0,30.0,0.5238095238095238,35.0,28.0,0.5555555555555556,1.58,1.74,1
3396,2016-06-14,SEA,TB,TB,8.0,7.0,15.0,29.0,32.0,0.4754098360655738,34.0,29.0,0.5396825396825397,0.72,1.28,1
3394,2016-06-14,DET,CHW,DET,8.0,11.0,19.0,32.0,32.0,0.5,32.0,31.0,0.5079365079365079,1.17,1.24,1
3409,2016-06-15,HOU,STL,HOU,1.0,4.0,5.0,35.0,29.0,0.546875,31.0,35.0,0.4696969696969697,1.01,0.66,1
3400,2016-06-15,CHC,WSH,WSH,5.0,4.0,9.0,40.0,25.0,0.6153846153846154,44.0,19.0,0.6984126984126984,1.2,0.6,1
3401,2016-06-15,PIT,NYM,NYM,11.0,2.0,13.0,34.0,29.0,0.5396825396825397,33.0,31.0,0.515625,1.26,0.88,1
3402,2016-06-15,MIL,SF,SF,10.0,1.0,11.0,40.0,26.0,0.6060606060606061,30.0,35.0,0.4615384615384616,1.15,0.39,1
3403,2016-06-15,LAD,ARI,LAD,2.0,3.0,5.0,29.0,38.0,0.4328358208955224,34.0,32.0,0.5151515151515151,0.35,1.18,1
3404,2016-06-15,DET,CHW,CHW,5.0,3.0,8.0,32.0,33.0,0.4923076923076923,33.0,31.0,0.515625,1.12,1.35,1
3405,2016-06-15,TOR,PHI,TOR,2.0,7.0,9.0,30.0,35.0,0.4615384615384616,36.0,31.0,0.5373134328358209,0.49,1.21,1
3406,2016-06-15,BAL,BOS,BOS,6.0,4.0,10.0,36.0,27.0,0.5714285714285714,37.0,26.0,0.5873015873015873,1.74,1.77,1
3407,2016-06-15,MIN,LAA,LAA,10.0,2.0,12.0,28.0,37.0,0.4307692307692308,20.0,44.0,0.3125,0.3,0.02,1
3408,2016-06-15,SEA,TB,TB,3.0,2.0,5.0,30.0,32.0,0.4838709677419355,34.0,30.0,0.53125,0.74,1.18,1
3410,2016-06-15,NYY,COL,COL,6.0,3.0,9.0,31.0,33.0,0.484375,31.0,33.0,0.484375,0.81,0.72,1
3411,2016-06-15,MIA,SD,SD,6.0,3.0,9.0,26.0,40.0,0.3939393939393939,34.0,31.0,0.5230769230769231,0.12,1.07,1
3398,2016-06-15,CLE,KC,KC,9.0,4.0,13.0,34.0,30.0,0.53125,35.0,29.0,0.546875,1.66,1.78,1
3397,2016-06-15,CIN,ATL,ATL,9.0,8.0,17.0,18.0,46.0,0.28125,26.0,39.0,0.4,0.0,0.1,1
3399,2016-06-15,TEX,OAK,TEX,5.0,7.0,12.0,27.0,37.0,0.421875,40.0,25.0,0.6153846153846154,0.33,1.19,1
3413,2016-06-16,CIN,ATL,ATL,7.0,2.0,9.0,19.0,46.0,0.2923076923076923,26.0,40.0,0.3939393939393939,0.01,0.08,1
3414,2016-06-16,TOR,PHI,TOR,2.0,13.0,15.0,30.0,36.0,0.4545454545454545,37.0,31.0,0.5441176470588235,0.44,1.28,1
3415,2016-06-16,WSH,SD,WSH,5.0,8.0,13.0,27.0,40.0,0.4029850746268657,41.0,25.0,0.6212121212121212,0.17,1.15,1
3416,2016-06-16,DET,KC,DET,4.0,10.0,14.0,35.0,30.0,0.5384615384615384,33.0,32.0,0.5076923076923077,1.66,1.36,1
3417,2016-06-16,SEA,TB,SEA,4.0,6.0,10.0,31.0,32.0,0.492063492063492,34.0,31.0,0.5230769230769231,0.81,1.1,1
3418,2016-06-16,PIT,NYM,NYM,6.0,4.0,10.0,35.0,29.0,0.546875,33.0,32.0,0.5076923076923077,1.31,0.84,1
3419,2016-06-16,TEX,OAK,TEX,1.0,5.0,6.0,27.0,38.0,0.4153846153846154,41.0,25.0,0.6212121212121212,0.27,1.14,1
3420,2016-06-16,NYY,MIN,NYY,1.0,4.0,5.0,20.0,45.0,0.3076923076923077,31.0,34.0,0.476923076923077,0.01,0.66,1
3421,2016-06-16,BAL,BOS,BAL,1.0,5.0,6.0,37.0,27.0,0.578125,37.0,27.0,0.578125,1.74,1.76,1
3412,2016-06-16,MIL,LAD,MIL,6.0,8.0,14.0,35.0,32.0,0.5223880597014925,30.0,36.0,0.4545454545454545,1.14,0.38,1
3427,2016-06-17,ARI,PHI,ARI,2.0,10.0,12.0,30.0,37.0,0.4477611940298508,29.0,39.0,0.4264705882352941,0.37,0.27,1
3429,2016-06-17,TEX,STL,TEX,0.0,1.0,1.0,35.0,30.0,0.5384615384615384,42.0,25.0,0.6268656716417911,0.91,0.99,1
3422,2016-06-17,SEA,BOS,SEA,4.0,8.0,12.0,37.0,28.0,0.5692307692307692,35.0,31.0,0.5303030303030303,1.44,1.21,1
3423,2016-06-17,TOR,BAL,TOR,3.0,13.0,16.0,38.0,27.0,0.5846153846153846,38.0,31.0,0.5507246376811594,1.68,1.62,1
3424,2016-06-17,LAA,OAK,OAK,3.0,2.0,5.0,27.0,39.0,0.4090909090909091,29.0,37.0,0.4393939393939394,0.17,0.32,1
3428,2016-06-17,WSH,SD,WSH,5.0,7.0,12.0,27.0,41.0,0.3970588235294117,42.0,25.0,0.6268656716417911,0.13,1.05,1
3425,2016-06-17,DET,KC,KC,10.0,3.0,13.0,35.0,31.0,0.5303030303030303,34.0,32.0,0.5151515151515151,1.57,1.45,1
3426,2016-06-17,SF,TB,SF,1.0,5.0,6.0,31.0,33.0,0.484375,41.0,26.0,0.6119402985074627,0.65,1.07,1
3430,2016-06-17,CHW,CLE,CLE,3.0,2.0,5.0,35.0,30.0,0.5384615384615384,33.0,33.0,0.5,1.61,1.25,1
3431,2016-06-17,ATL,NYM,ATL,1.0,5.0,6.0,36.0,29.0,0.5538461538461539,20.0,46.0,0.30303030303030304,1.21,0.01,1
3432,2016-06-17,PIT,CHC,CHC,6.0,0.0,6.0,44.0,20.0,0.6875,33.0,33.0,0.5,0.67,0.84,1
3433,2016-06-17,CIN,HOU,CIN,2.0,4.0,6.0,32.0,35.0,0.4776119402985074,26.0,41.0,0.3880597014925373,0.67,0.08,1
3434,2016-06-17,COL,MIA,MIA,5.0,1.0,6.0,34.0,32.0,0.5151515151515151,32.0,33.0,0.4923076923076923,1.01,0.93,1
3435,2016-06-17,MIL,LAD,LAD,3.0,2.0,5.0,35.0,33.0,0.5147058823529411,31.0,36.0,0.4626865671641791,1.09,0.45,1
3436,2016-06-17,NYY,MIN,NYY,2.0,8.0,10.0,20.0,46.0,0.30303030303030304,32.0,34.0,0.4848484848484849,0.01,0.68,1
3446,2016-06-18,TEX,STL,TEX,3.0,4.0,7.0,35.0,31.0,0.5303030303030303,43.0,25.0,0.6323529411764706,0.92,0.92,1
3445,2016-06-18,CHW,CLE,CLE,13.0,2.0,15.0,36.0,30.0,0.5454545454545454,33.0,34.0,0.4925373134328358,1.63,1.11,1
3442,2016-06-18,LAA,OAK,LAA,1.0,7.0,8.0,28.0,39.0,0.41791044776119396,29.0,38.0,0.4328358208955224,0.19,0.25,1
3447,2016-06-18,SF,TB,SF,4.0,6.0,10.0,31.0,34.0,0.476923076923077,42.0,26.0,0.6176470588235294,0.59,1.0,1
3448,2016-06-18,TOR,BAL,BAL,4.0,2.0,6.0,38.0,28.0,0.5757575757575758,39.0,31.0,0.5571428571428572,1.71,1.72,1
3449,2016-06-18,NYY,MIN,NYY,6.0,7.0,13.0,20.0,47.0,0.29850746268656714,33.0,34.0,0.4925373134328358,0.0,0.77,1
3450,2016-06-18,MIL,LAD,LAD,10.0,6.0,16.0,36.0,33.0,0.5217391304347826,31.0,37.0,0.4558823529411765,1.13,0.39,1
3439,2016-06-18,ARI,PHI,ARI,1.0,4.0,5.0,30.0,38.0,0.4411764705882353,30.0,39.0,0.43478260869565216,0.3,0.3,1
3441,2016-06-18,DET,KC,KC,16.0,5.0,21.0,36.0,31.0,0.5373134328358209,34.0,33.0,0.5074626865671642,1.61,1.36,1
