,date,away,home,winner,home_runs,away_runs,total,home_wins,home_losses,home_win_perc,away_wins,away_losses,away_win_perc,home_cli,away_cli,game
10664,2019-06-08,CHW,KC,CHW,0.0,2.0,2.0,20.0,43.0,0.31746031746031744,29.0,33.0,0.4677419354838709,0.02,0.48,1
10662,2019-06-08,WSH,SD,WSH,1.0,4.0,5.0,33.0,31.0,0.515625,28.0,35.0,0.4444444444444444,0.85,0.52,1
10661,2019-06-08,NYY,CLE,CLE,8.0,4.0,12.0,32.0,31.0,0.5079365079365079,39.0,23.0,0.6290322580645161,0.83,1.23,1
10675,2019-06-08,OAK,TEX,TEX,3.0,1.0,4.0,33.0,29.0,0.532258064516129,33.0,32.0,0.5076923076923077,0.97,0.84,2
10660,2019-06-08,PIT,MIL,MIL,5.0,3.0,8.0,36.0,28.0,0.5625,30.0,32.0,0.4838709677419355,1.55,0.95,1
10670,2019-06-08,OAK,TEX,TEX,10.0,5.0,15.0,32.0,29.0,0.5245901639344263,33.0,31.0,0.515625,0.94,0.93,1
10671,2019-06-08,TB,BOS,TB,2.0,9.0,11.0,33.0,30.0,0.5238095238095238,38.0,23.0,0.6229508196721312,1.17,1.43,1
10673,2019-06-08,LAD,SF,LAD,2.0,7.0,9.0,26.0,36.0,0.41935483870967744,43.0,21.0,0.671875,0.25,0.82,1
10669,2019-06-08,TB,BOS,BOS,5.0,1.0,6.0,33.0,31.0,0.515625,39.0,23.0,0.6290322580645161,1.05,1.33,1
10680,2019-06-09,MIN,DET,MIN,2.0,12.0,14.0,24.0,38.0,0.3870967741935484,42.0,21.0,0.6666666666666666,0.13,0.68,1
10689,2019-06-09,BAL,HOU,HOU,4.0,0.0,4.0,44.0,22.0,0.6666666666666666,20.0,44.0,0.3125,0.79,0.01,1
10691,2019-06-09,STL,CHC,CHC,5.0,1.0,6.0,36.0,27.0,0.5714285714285714,31.0,31.0,0.5,1.59,1.1,1
10690,2019-06-09,CIN,PHI,CIN,3.0,4.0,7.0,37.0,27.0,0.578125,28.0,35.0,0.4444444444444444,1.4,0.47,1
10688,2019-06-09,WSH,SD,WSH,2.0,5.0,7.0,33.0,32.0,0.5076923076923077,29.0,35.0,0.453125,0.77,0.56,1
10687,2019-06-09,TB,BOS,TB,1.0,6.0,7.0,34.0,31.0,0.5230769230769231,39.0,24.0,0.6190476190476191,1.18,1.42,1
10686,2019-06-09,ARI,TOR,ARI,2.0,8.0,10.0,23.0,41.0,0.359375,33.0,32.0,0.5076923076923077,0.04,0.79,1
10684,2019-06-09,PIT,MIL,MIL,5.0,2.0,7.0,37.0,28.0,0.5692307692307692,30.0,33.0,0.4761904761904762,1.54,0.84,1
10685,2019-06-09,SEA,LAA,SEA,3.0,9.0,12.0,31.0,34.0,0.476923076923077,27.0,41.0,0.3970588235294117,0.5,0.09,1
10682,2019-06-09,CHW,KC,CHW,2.0,5.0,7.0,20.0,44.0,0.3125,30.0,33.0,0.4761904761904762,0.01,0.56,1
10681,2019-06-09,ATL,MIA,ATL,6.0,7.0,13.0,23.0,39.0,0.3709677419354839,35.0,29.0,0.546875,0.12,1.34,1
10679,2019-06-09,LAD,SF,LAD,0.0,1.0,1.0,26.0,37.0,0.4126984126984127,44.0,21.0,0.676923076923077,0.19,0.76,1
10678,2019-06-09,COL,NYM,NYM,6.0,1.0,7.0,31.0,33.0,0.484375,33.0,30.0,0.5238095238095238,0.86,0.97,1
10677,2019-06-09,NYY,CLE,NYY,6.0,7.0,13.0,33.0,31.0,0.515625,39.0,24.0,0.6190476190476191,0.94,1.26,1
10683,2019-06-09,OAK,TEX,OAK,8.0,9.0,17.0,34.0,29.0,0.5396825396825397,33.0,33.0,0.5,1.08,0.82,1
10697,2019-06-10,LAD,LAA,LAA,5.0,3.0,8.0,31.0,35.0,0.4696969696969697,45.0,21.0,0.6818181818181818,0.42,0.64,1
10699,2019-06-10,TEX,BOS,TEX,3.0,4.0,7.0,34.0,32.0,0.5151515151515151,34.0,30.0,0.53125,0.96,1.0,1
10698,2019-06-10,OAK,TB,TB,6.0,2.0,8.0,40.0,24.0,0.625,34.0,33.0,0.5074626865671642,1.24,0.8,1
10696,2019-06-10,ARI,PHI,ARI,8.0,13.0,21.0,37.0,28.0,0.5692307692307692,34.0,32.0,0.5151515151515151,1.48,0.92,1
10692,2019-06-10,CHC,COL,COL,6.0,5.0,11.0,33.0,31.0,0.515625,37.0,27.0,0.578125,0.9,1.45,1
10694,2019-06-10,STL,MIA,STL,1.0,4.0,5.0,23.0,40.0,0.36507936507936506,31.0,32.0,0.492063492063492,0.07,0.8,1
10693,2019-06-10,PIT,ATL,ATL,13.0,7.0,20.0,36.0,29.0,0.5538461538461539,30.0,34.0,0.46875,1.37,0.63,1
10695,2019-06-10,WSH,CHW,WSH,1.0,12.0,13.0,31.0,33.0,0.484375,30.0,35.0,0.4615384615384616,0.58,0.59,1
10710,2019-06-11,NYM,NYY,NYY,12.0,5.0,17.0,40.0,24.0,0.625,32.0,33.0,0.4923076923076923,1.15,0.87,1
10711,2019-06-11,MIL,HOU,HOU,10.0,8.0,18.0,45.0,22.0,0.6716417910447762,38.0,28.0,0.5757575757575758,0.72,1.38,1
10712,2019-06-11,SD,SF,SF,6.0,5.0,11.0,26.0,38.0,0.40625,33.0,33.0,0.5,0.15,0.66,1
10704,2019-06-11,CIN,CLE,CLE,2.0,1.0,3.0,33.0,32.0,0.5076923076923077,29.0,35.0,0.453125,0.77,0.47,1
10714,2019-06-11,ARI,PHI,PHI,7.0,4.0,11.0,37.0,29.0,0.5606060606060606,35.0,32.0,0.5223880597014925,1.4,0.96,1
10715,2019-06-11,WSH,CHW,CHW,7.0,5.0,12.0,31.0,34.0,0.476923076923077,31.0,35.0,0.4696969696969697,0.51,0.66,1
10709,2019-06-11,TEX,BOS,TEX,5.0,9.0,14.0,34.0,33.0,0.5074626865671642,35.0,30.0,0.5384615384615384,0.86,1.05,1
10713,2019-06-11,DET,KC,KC,3.0,2.0,5.0,20.0,45.0,0.3076923076923077,24.0,39.0,0.3809523809523809,0.01,0.07,1
10708,2019-06-11,STL,MIA,STL,1.0,7.0,8.0,23.0,41.0,0.359375,32.0,32.0,0.5,0.06,0.87,1
10702,2019-06-11,TOR,BAL,BAL,4.0,2.0,6.0,20.0,45.0,0.3076923076923077,23.0,42.0,0.3538461538461539,0.01,0.03,1
10706,2019-06-11,OAK,TB,OAK,3.0,4.0,7.0,41.0,24.0,0.6307692307692307,34.0,34.0,0.5,1.21,0.75,1
10707,2019-06-11,LAD,LAA,LAA,5.0,3.0,8.0,32.0,35.0,0.4776119402985074,45.0,22.0,0.6716417910447762,0.47,0.72,1
10700,2019-06-11,SEA,MIN,MIN,6.0,5.0,11.0,43.0,21.0,0.671875,28.0,41.0,0.4057971014492754,0.59,0.1,1
10701,2019-06-11,PIT,ATL,ATL,7.0,5.0,12.0,37.0,29.0,0.5606060606060606,30.0,35.0,0.4615384615384616,1.44,0.58,1
10710,2019-06-11,NYM,NYY,NYY,12.0,5.0,17.0,40.0,24.0,0.625,32.0,33.0,0.4923076923076923,1.15,0.87,2
10703,2019-06-11,CHC,COL,COL,10.0,3.0,13.0,34.0,31.0,0.5230769230769231,37.0,28.0,0.5692307692307692,0.99,1.42,1
10705,2019-06-11,NYM,NYY,NYM,4.0,10.0,14.0,41.0,24.0,0.6307692307692307,32.0,34.0,0.4848484848484849,1.13,0.81,1
10716,2019-06-12,CIN,CLE,CIN,2.0,7.0,9.0,34.0,32.0,0.5151515151515151,29.0,36.0,0.4461538461538462,0.79,0.46,1
10717,2019-06-12,DET,KC,DET,2.0,3.0,5.0,21.0,45.0,0.3181818181818182,24.0,40.0,0.375,0.01,0.06,1
10719,2019-06-12,TOR,BAL,TOR,6.0,8.0,14.0,21.0,45.0,0.3181818181818182,23.0,43.0,0.3484848484848485,0.01,0.02,1
10720,2019-06-12,PIT,ATL,ATL,8.0,7.0,15.0,38.0,29.0,0.5671641791044776,30.0,36.0,0.4545454545454545,1.44,0.54,1
10721,2019-06-12,TEX,BOS,BOS,4.0,3.0,7.0,34.0,34.0,0.5,36.0,30.0,0.5454545454545454,0.8,1.05,1
10722,2019-06-12,MIL,HOU,MIL,3.0,6.0,9.0,46.0,22.0,0.6764705882352942,38.0,29.0,0.5671641791044776,0.7,1.37,1
10723,2019-06-12,STL,MIA,MIA,9.0,0.0,9.0,23.0,42.0,0.3538461538461539,33.0,32.0,0.5076923076923077,0.04,1.0,1
10724,2019-06-12,SD,SF,SF,4.0,2.0,6.0,27.0,38.0,0.4153846153846154,33.0,34.0,0.4925373134328358,0.19,0.62,1
10725,2019-06-12,OAK,TB,OAK,2.0,6.0,8.0,41.0,25.0,0.6212121212121212,35.0,34.0,0.5072463768115942,1.27,0.81,1
10726,2019-06-12,ARI,PHI,ARI,0.0,2.0,2.0,38.0,29.0,0.5671641791044776,35.0,33.0,0.5147058823529411,1.46,0.95,1
10727,2019-06-12,SEA,MIN,SEA,6.0,9.0,15.0,44.0,21.0,0.676923076923077,28.0,42.0,0.4,0.56,0.08,1
10718,2019-06-12,CHC,COL,CHC,1.0,10.0,11.0,35.0,31.0,0.5303030303030303,37.0,29.0,0.5606060606060606,1.04,1.43,1
10735,2019-06-13,SEA,MIN,MIN,10.0,5.0,15.0,44.0,22.0,0.6666666666666666,29.0,42.0,0.4084507042253521,0.61,0.1,1
10736,2019-06-13,PIT,ATL,ATL,6.0,5.0,11.0,39.0,29.0,0.5735294117647058,30.0,37.0,0.4477611940298508,1.37,0.46,1
10734,2019-06-13,STL,NYM,STL,4.0,5.0,9.0,33.0,34.0,0.4925373134328358,33.0,33.0,0.5,0.89,0.93,1
10737,2019-06-13,CHC,LAD,LAD,7.0,3.0,10.0,45.0,23.0,0.6617647058823529,38.0,29.0,0.5671641791044776,0.82,1.4,1
10733,2019-06-13,NYY,CHW,CHW,5.0,4.0,9.0,32.0,34.0,0.4848484848484849,41.0,25.0,0.6212121212121212,0.64,1.24,1
10738,2019-06-13,LAA,TB,LAA,3.0,5.0,8.0,41.0,26.0,0.6119402985074627,33.0,35.0,0.4852941176470588,1.26,0.6,1
10731,2019-06-13,TEX,BOS,BOS,7.0,6.0,13.0,35.0,34.0,0.5072463768115942,36.0,31.0,0.5373134328358209,0.89,1.03,1
10730,2019-06-13,DET,KC,KC,7.0,3.0,10.0,21.0,46.0,0.31343283582089554,25.0,40.0,0.38461538461538464,0.01,0.07,1
10729,2019-06-13,ARI,WSH,ARI,0.0,5.0,5.0,31.0,36.0,0.4626865671641791,36.0,33.0,0.5217391304347826,0.61,0.99,1
10728,2019-06-13,SD,COL,COL,9.0,6.0,15.0,35.0,32.0,0.5223880597014925,33.0,35.0,0.4852941176470588,0.99,0.62,1
10732,2019-06-13,TOR,BAL,TOR,3.0,12.0,15.0,21.0,46.0,0.31343283582089554,24.0,43.0,0.3582089552238806,0.0,0.03,1
10753,2019-06-14,TOR,HOU,HOU,15.0,2.0,17.0,46.0,23.0,0.6666666666666666,25.0,43.0,0.36764705882352944,0.75,0.05,1
10752,2019-06-14,BOS,BAL,BOS,2.0,13.0,15.0,21.0,47.0,0.3088235294117647,36.0,34.0,0.5142857142857142,0.01,0.9,1
10751,2019-06-14,MIL,SF,SF,5.0,3.0,8.0,28.0,38.0,0.42424242424242425,39.0,29.0,0.5735294117647058,0.21,1.45,1
10750,2019-06-14,LAA,TB,TB,9.0,4.0,13.0,41.0,27.0,0.6029411764705882,34.0,35.0,0.4927536231884058,1.33,0.66,1
10749,2019-06-14,KC,MIN,MIN,2.0,0.0,2.0,45.0,22.0,0.6716417910447762,22.0,46.0,0.3235294117647059,0.56,0.01,1
10748,2019-06-14,CLE,DET,CLE,4.0,13.0,17.0,25.0,41.0,0.3787878787878788,34.0,33.0,0.5074626865671642,0.06,0.75,1
10747,2019-06-14,STL,NYM,STL,5.0,9.0,14.0,33.0,35.0,0.4852941176470588,34.0,33.0,0.5074626865671642,0.82,1.0,1
10745,2019-06-14,TEX,CIN,TEX,1.0,7.0,8.0,30.0,36.0,0.4545454545454545,36.0,32.0,0.5294117647058824,0.5,0.91,1
10744,2019-06-14,SD,COL,SD,12.0,16.0,28.0,36.0,32.0,0.5294117647058824,33.0,36.0,0.4782608695652174,1.01,0.54,1
10743,2019-06-14,PHI,ATL,ATL,9.0,8.0,17.0,40.0,29.0,0.5797101449275363,38.0,30.0,0.5588235294117647,1.89,1.91,1
10742,2019-06-14,CHC,LAD,LAD,5.0,3.0,8.0,46.0,23.0,0.6666666666666666,38.0,30.0,0.5588235294117647,0.77,1.4,1
10741,2019-06-14,ARI,WSH,WSH,7.0,3.0,10.0,31.0,37.0,0.4558823529411765,37.0,33.0,0.5285714285714286,0.53,1.03,1
10740,2019-06-14,PIT,MIA,PIT,0.0,11.0,11.0,24.0,42.0,0.3636363636363637,30.0,38.0,0.4411764705882353,0.05,0.37,1
10739,2019-06-14,SEA,OAK,SEA,2.0,9.0,11.0,36.0,34.0,0.5142857142857142,29.0,43.0,0.4027777777777778,0.85,0.09,1
10746,2019-06-14,NYY,CHW,CHW,10.0,2.0,12.0,33.0,34.0,0.4925373134328358,41.0,26.0,0.6119402985074627,0.68,1.29,1
10763,2019-06-15,NYY,CHW,NYY,4.0,8.0,12.0,34.0,34.0,0.5,41.0,27.0,0.6029411764705882,0.72,1.31,1
10768,2019-06-15,TOR,HOU,HOU,7.0,2.0,9.0,47.0,23.0,0.6714285714285714,25.0,44.0,0.3623188405797101,0.68,0.03,1
10767,2019-06-15,SD,COL,COL,14.0,8.0,22.0,36.0,33.0,0.5217391304347826,34.0,36.0,0.4857142857142857,0.95,0.6,1
10765,2019-06-15,KC,MIN,MIN,5.0,4.0,9.0,46.0,22.0,0.6764705882352942,22.0,47.0,0.3188405797101449,0.54,0.01,1
10764,2019-06-15,CLE,DET,CLE,2.0,4.0,6.0,25.0,42.0,0.373134328358209,35.0,33.0,0.5147058823529411,0.05,0.79,1
10762,2019-06-15,SEA,OAK,OAK,11.0,2.0,13.0,36.0,35.0,0.5070422535211268,30.0,43.0,0.410958904109589,0.75,0.1,1
10766,2019-06-15,STL,NYM,NYM,8.0,7.0,15.0,33.0,36.0,0.4782608695652174,35.0,33.0,0.5147058823529411,0.73,1.13,1
10760,2019-06-15,LAA,TB,LAA,3.0,5.0,8.0,42.0,27.0,0.6086956521739131,34.0,36.0,0.4857142857142857,1.27,0.56,1
10759,2019-06-15,MIL,SF,SF,8.0,7.0,15.0,29.0,38.0,0.4328358208955224,39.0,30.0,0.5652173913043478,0.24,1.47,1
10758,2019-06-15,BOS,BAL,BOS,2.0,7.0,9.0,21.0,48.0,0.3043478260869565,37.0,34.0,0.5211267605633803,0.0,0.95,1
10757,2019-06-15,PHI,ATL,PHI,5.0,6.0,11.0,41.0,29.0,0.5857142857142857,38.0,31.0,0.5507246376811594,1.85,1.88,1
10756,2019-06-15,ARI,WSH,ARI,3.0,10.0,13.0,32.0,37.0,0.463768115942029,37.0,34.0,0.5211267605633803,0.59,0.96,1
10755,2019-06-15,CHC,LAD,CHC,1.0,2.0,3.0,47.0,23.0,0.6714285714285714,38.0,31.0,0.5507246376811594,0.68,1.39,1
10754,2019-06-15,TEX,CIN,TEX,3.0,4.0,7.0,30.0,37.0,0.4477611940298508,37.0,32.0,0.5362318840579711,0.42,0.91,1
10761,2019-06-15,PIT,MIA,MIA,4.0,3.0,7.0,24.0,43.0,0.3582089552238806,31.0,38.0,0.4492753623188406,0.05,0.46,1
10783,2019-06-16,CLE,DET,CLE,0.0,8.0,8.0,25.0,43.0,0.36764705882352944,36.0,33.0,0.5217391304347826,0.03,0.8,1
10782,2019-06-16,CHC,LAD,LAD,3.0,2.0,5.0,47.0,24.0,0.6619718309859155,39.0,31.0,0.5571428571428572,0.78,1.43,1
10781,2019-06-16,PHI,ATL,ATL,15.0,1.0,16.0,41.0,30.0,0.5774647887323944,39.0,31.0,0.5571428571428572,1.88,1.9,1
10779,2019-06-16,LAA,TB,TB,6.0,5.0,11.0,42.0,28.0,0.6,35.0,36.0,0.4929577464788733,1.36,0.6,1
10778,2019-06-16,NYY,CHW,NYY,3.0,10.0,13.0,34.0,35.0,0.4927536231884058,42.0,27.0,0.6086956521739131,0.6,1.33,1
10777,2019-06-16,TOR,HOU,TOR,0.0,12.0,12.0,48.0,23.0,0.676056338028169,25.0,45.0,0.35714285714285715,0.66,0.02,1
10780,2019-06-16,STL,NYM,STL,3.0,4.0,7.0,34.0,36.0,0.4857142857142857,35.0,34.0,0.5072463768115942,0.81,1.1,1
10775,2019-06-16,KC,MIN,KC,6.0,8.0,14.0,47.0,22.0,0.6811594202898551,22.0,48.0,0.3142857142857143,0.51,0.0,1
10774,2019-06-16,TEX,CIN,CIN,11.0,3.0,14.0,30.0,38.0,0.4411764705882353,38.0,32.0,0.5428571428571428,0.37,0.94,1
10773,2019-06-16,MIL,SF,MIL,3.0,5.0,8.0,30.0,38.0,0.4411764705882353,39.0,31.0,0.5571428571428572,0.28,1.41,1
10772,2019-06-16,ARI,WSH,WSH,15.0,5.0,20.0,32.0,38.0,0.4571428571428571,38.0,34.0,0.5277777777777778,0.52,1.05,1
10771,2019-06-16,PIT,MIA,PIT,4.0,5.0,9.0,25.0,43.0,0.36764705882352944,31.0,39.0,0.4428571428571429,0.05,0.41,1
10770,2019-06-16,SEA,OAK,SEA,3.0,6.0,9.0,37.0,35.0,0.5138888888888888,30.0,44.0,0.40540540540540543,0.74,0.08,1
10769,2019-06-16,SD,COL,SD,13.0,14.0,27.0,37.0,33.0,0.5285714285714286,34.0,37.0,0.4788732394366197,0.99,0.55,1
10776,2019-06-16,BOS,BAL,BOS,6.0,8.0,14.0,21.0,49.0,0.3,38.0,34.0,0.5277777777777778,0.0,1.01,1
10794,2019-06-17,BOS,MIN,BOS,0.0,2.0,2.0,47.0,23.0,0.6714285714285714,39.0,34.0,0.5342465753424658,0.58,1.07,1
10793,2019-06-17,HOU,CIN,CIN,3.0,2.0,5.0,31.0,38.0,0.4492753623188406,48.0,24.0,0.6666666666666666,0.44,0.72,1
10792,2019-06-17,KC,SEA,KC,4.0,6.0,10.0,31.0,44.0,0.4133333333333333,23.0,48.0,0.323943661971831,0.07,0.0,1
10791,2019-06-17,TB,NYY,NYY,3.0,0.0,3.0,43.0,27.0,0.6142857142857143,43.0,28.0,0.6056338028169014,1.8,1.83,1
10790,2019-06-17,MIA,STL,STL,5.0,0.0,5.0,36.0,34.0,0.5142857142857142,25.0,44.0,0.3623188405797101,1.12,0.05,1
10787,2019-06-17,LAA,TOR,LAA,5.0,10.0,15.0,26.0,45.0,0.3661971830985916,35.0,37.0,0.4861111111111111,0.02,0.51,1
10788,2019-06-17,NYM,ATL,ATL,12.0,3.0,15.0,42.0,30.0,0.5833333333333334,34.0,37.0,0.4788732394366197,1.55,0.9,1
10786,2019-06-17,SF,LAD,SF,2.0,3.0,5.0,48.0,24.0,0.6666666666666666,30.0,39.0,0.43478260869565216,0.67,0.25,1
10785,2019-06-17,MIL,SD,SD,2.0,0.0,2.0,35.0,37.0,0.4861111111111111,40.0,31.0,0.5633802816901409,0.59,1.46,1
10784,2019-06-17,BAL,OAK,OAK,3.0,2.0,5.0,37.0,36.0,0.5068493150684932,21.0,50.0,0.29577464788732394,0.7,0.0,1
10789,2019-06-17,CLE,TEX,TEX,7.0,2.0,9.0,38.0,33.0,0.5352112676056338,37.0,33.0,0.5285714285714286,1.04,0.97,1
10795,2019-06-18,NYM,ATL,NYM,2.0,10.0,12.0,43.0,30.0,0.589041095890411,34.0,38.0,0.4722222222222222,1.48,0.78,1
10796,2019-06-18,CHW,CHC,CHW,1.0,3.0,4.0,39.0,32.0,0.5492957746478874,34.0,36.0,0.4857142857142857,1.37,0.5,1
10797,2019-06-18,LAA,TOR,LAA,1.0,3.0,4.0,26.0,46.0,0.3611111111111111,36.0,37.0,0.4931506849315068,0.02,0.57,1
10798,2019-06-18,COL,ARI,COL,1.0,8.0,9.0,38.0,35.0,0.5205479452054794,37.0,34.0,0.5211267605633803,1.06,1.01,1
10804,2019-06-18,KC,SEA,KC,0.0,9.0,9.0,31.0,45.0,0.4078947368421053,24.0,48.0,0.3333333333333333,0.05,0.0,1
10803,2019-06-18,BOS,MIN,MIN,4.0,3.0,7.0,47.0,24.0,0.6619718309859155,40.0,34.0,0.5405405405405406,0.63,1.14,1
10802,2019-06-18,HOU,CIN,CIN,4.0,3.0,7.0,32.0,38.0,0.4571428571428571,48.0,25.0,0.6575342465753424,0.49,0.8,1
10801,2019-06-18,BAL,OAK,OAK,16.0,2.0,18.0,38.0,36.0,0.5135135135135135,21.0,51.0,0.2916666666666667,0.76,0.0,1
10800,2019-06-18,CLE,TEX,CLE,3.0,10.0,13.0,39.0,33.0,0.5416666666666666,37.0,34.0,0.5211267605633803,1.08,0.92,1
10799,2019-06-18,DET,PIT,DET,4.0,5.0,9.0,32.0,39.0,0.4507042253521127,25.0,44.0,0.3623188405797101,0.46,0.02,1
10805,2019-06-18,TB,NYY,NYY,6.0,3.0,9.0,44.0,27.0,0.6197183098591549,43.0,29.0,0.5972222222222222,1.77,1.87,1
10808,2019-06-18,MIL,SD,SD,4.0,1.0,5.0,36.0,37.0,0.4931506849315068,40.0,32.0,0.5555555555555556,0.66,1.45,1
10807,2019-06-18,MIA,STL,MIA,0.0,6.0,6.0,37.0,34.0,0.5211267605633803,25.0,45.0,0.35714285714285715,1.17,0.03,1
10806,2019-06-18,SF,LAD,LAD,9.0,0.0,9.0,48.0,25.0,0.6575342465753424,31.0,39.0,0.4428571428571429,0.78,0.29,1
10809,2019-06-19,BOS,MIN,BOS,4.0,9.0,13.0,48.0,24.0,0.6666666666666666,40.0,35.0,0.5333333333333333,0.64,1.07,1
10823,2019-06-19,MIA,STL,STL,2.0,1.0,3.0,37.0,35.0,0.5138888888888888,26.0,45.0,0.3661971830985916,1.17,0.04,1
10822,2019-06-19,BAL,OAK,OAK,8.0,3.0,11.0,39.0,36.0,0.52,21.0,52.0,0.2876712328767123,0.85,0.0,1
10821,2019-06-19,NYM,ATL,ATL,7.0,2.0,9.0,43.0,31.0,0.581081081081081,35.0,38.0,0.4794520547945205,1.57,0.92,1
10820,2019-06-19,SF,LAD,LAD,9.0,2.0,11.0,49.0,25.0,0.6621621621621622,31.0,40.0,0.4366197183098591,0.72,0.24,1
10819,2019-06-19,CHW,CHC,CHC,7.0,3.0,10.0,39.0,33.0,0.5416666666666666,35.0,36.0,0.4929577464788733,1.38,0.57,1
10818,2019-06-19,MIL,SD,SD,8.0,7.0,15.0,37.0,37.0,0.5,40.0,33.0,0.547945205479452,0.72,1.51,1
10816,2019-06-19,LAA,TOR,LAA,6.0,11.0,17.0,26.0,47.0,0.3561643835616438,37.0,37.0,0.5,0.01,0.68,1
10810,2019-06-19,KC,SEA,SEA,8.0,2.0,10.0,31.0,46.0,0.4025974025974026,25.0,48.0,0.3424657534246575,0.04,0.01,1
10815,2019-06-19,COL,ARI,COL,4.0,6.0,10.0,38.0,36.0,0.5135135135135135,38.0,34.0,0.5277777777777778,1.0,1.08,1
10824,2019-06-19,PHI,WSH,WSH,2.0,0.0,2.0,34.0,38.0,0.4722222222222222,39.0,33.0,0.5416666666666666,0.73,1.4,1
10812,2019-06-19,PHI,WSH,WSH,6.0,2.0,8.0,33.0,38.0,0.4647887323943662,39.0,32.0,0.5492957746478874,0.65,1.45,1
10811,2019-06-19,CLE,TEX,CLE,4.0,10.0,14.0,39.0,34.0,0.5342465753424658,38.0,34.0,0.5277777777777778,1.04,0.99,1
10817,2019-06-19,HOU,CIN,CIN,3.0,2.0,5.0,33.0,38.0,0.4647887323943662,48.0,26.0,0.6486486486486487,0.58,0.9,1
10813,2019-06-19,TB,NYY,NYY,12.0,1.0,13.0,45.0,27.0,0.625,43.0,30.0,0.589041095890411,1.68,1.81,1
10814,2019-06-19,DET,PIT,PIT,8.0,7.0,15.0,32.0,40.0,0.4444444444444444,26.0,44.0,0.37142857142857133,0.4,0.03,1
10824,2019-06-19,PHI,WSH,WSH,2.0,0.0,2.0,34.0,38.0,0.4722222222222222,39.0,33.0,0.5416666666666666,0.73,1.4,2
10835,2019-06-20,CIN,MIL,CIN,1.0,7.0,8.0,40.0,34.0,0.5405405405405406,34.0,38.0,0.4722222222222222,1.53,0.78,1
10836,2019-06-20,MIN,KC,KC,4.0,1.0,5.0,25.0,49.0,0.33783783783783783,48.0,25.0,0.6575342465753424,0.01,0.65,1
10825,2019-06-20,PHI,WSH,WSH,7.0,4.0,11.0,35.0,38.0,0.4794520547945205,39.0,34.0,0.5342465753424658,0.83,1.43,1
10826,2019-06-20,SF,LAD,LAD,9.0,8.0,17.0,50.0,25.0,0.6666666666666666,31.0,41.0,0.4305555555555556,0.64,0.19,1
10827,2019-06-20,BAL,SEA,SEA,5.0,2.0,7.0,32.0,46.0,0.41025641025641024,21.0,53.0,0.28378378378378377,0.05,0.0,1
10828,2019-06-20,MIA,STL,MIA,6.0,7.0,13.0,38.0,35.0,0.5205479452054794,26.0,46.0,0.3611111111111111,1.22,0.03,1
10833,2019-06-20,TB,OAK,OAK,5.0,4.0,9.0,40.0,36.0,0.5263157894736842,43.0,31.0,0.581081081081081,1.02,1.42,1
10830,2019-06-20,LAA,TOR,TOR,7.0,5.0,12.0,26.0,48.0,0.35135135135135137,38.0,37.0,0.5066666666666667,0.01,0.71,1
10831,2019-06-20,COL,ARI,COL,4.0,6.0,10.0,38.0,37.0,0.5066666666666667,39.0,34.0,0.5342465753424658,0.88,1.09,1
10832,2019-06-20,HOU,NYY,NYY,10.0,6.0,16.0,46.0,27.0,0.6301369863013698,48.0,27.0,0.64,1.22,0.97,1
10834,2019-06-20,CLE,TEX,TEX,4.0,2.0,6.0,39.0,35.0,0.527027027027027,39.0,34.0,0.5342465753424658,0.99,1.07,1
10829,2019-06-20,NYM,CHC,CHC,7.0,4.0,11.0,40.0,33.0,0.547945205479452,35.0,39.0,0.472972972972973,1.47,0.67,1
10851,2019-06-21,SD,PIT,PIT,2.0,1.0,3.0,33.0,40.0,0.4520547945205479,38.0,37.0,0.5066666666666667,0.48,0.76,1
10850,2019-06-21,MIN,KC,MIN,7.0,8.0,15.0,26.0,49.0,0.3466666666666667,48.0,26.0,0.6486486486486487,0.01,0.69,1
10849,2019-06-21,SF,ARI,SF,5.0,11.0,16.0,38.0,38.0,0.5,31.0,42.0,0.4246575342465753,0.75,0.17,1
10848,2019-06-21,HOU,NYY,NYY,4.0,1.0,5.0,47.0,27.0,0.6351351351351351,48.0,28.0,0.631578947368421,1.11,1.05,1
10847,2019-06-21,ATL,WSH,WSH,4.0,3.0,7.0,36.0,38.0,0.4864864864864865,44.0,31.0,0.5866666666666667,1.01,1.56,1
10846,2019-06-21,CIN,MIL,CIN,7.0,11.0,18.0,40.0,35.0,0.5333333333333333,35.0,38.0,0.4794520547945205,1.52,0.89,1
10844,2019-06-21,NYM,CHC,NYM,4.0,5.0,9.0,41.0,33.0,0.5540540540540541,35.0,40.0,0.4666666666666667,1.47,0.62,1
10843,2019-06-21,TB,OAK,TB,3.0,5.0,8.0,41.0,36.0,0.5324675324675324,43.0,32.0,0.5733333333333334,1.13,1.4,1
10837,2019-06-21,DET,CLE,CLE,7.0,6.0,13.0,39.0,35.0,0.527027027027027,26.0,45.0,0.3661971830985916,0.94,0.02,1
10841,2019-06-21,BAL,SEA,SEA,10.0,9.0,19.0,33.0,46.0,0.4177215189873418,21.0,54.0,0.28,0.08,0.0,1
10840,2019-06-21,MIA,PHI,MIA,1.0,2.0,3.0,39.0,35.0,0.527027027027027,27.0,46.0,0.3698630136986301,1.23,0.05,1
10839,2019-06-21,TOR,BOS,BOS,7.0,5.0,12.0,41.0,35.0,0.5394736842105263,27.0,48.0,0.36,1.09,0.01,1
